title,reviewer_name,verified_homebuyer,date,location,review_text,total_score,quality,trustworthiness,value,responsiveness
Wonderful Staff,Paul K.,Yes,2021-11-10,"Camarillo, CA","Every person involved; sales, service, construction personnel had fantastic attitudes and tried to be helpful. I had a Shea Home before and that is the reason why when I heard about this new community in Camarillo I jumped right on it.",5,5,5,5,5
Great construction quality,Sujeet S.,Yes,2021-11-05,"Tracy, CA","Overall satisfied with our new home. Construction quality, design and finishing of home is awesome. Glad we made the right decision to go ahead with Shea.",5,5,5,5,5
Shea Homes - Trilogy - Shea homes was wonderful at keeping lines of communication open,Anonymous,Yes,2021-11-04,"Denver, NC",Shea homes was wonderful at keeping lines of communication open & responded quickly to all my questions and concerns. Also noteworthy was how everyone I interacted with was friendly and helpful. They build high quality and beautiful homes - I am so happy with my decision!,5,5,5,5,5
The,Gayle H.,Yes,2021-11-04,"San Tan Valley, AZ",Personal attention from every faction of Sheas team. She’s hires great people!,5,5,5,5,5
Beautiful home & great customer service!,Maria R.,Yes,2021-11-04,"Spring, TX","When I started looking to buy a home I looked at all homebuilders in the Houston metro area. When I came across Shea homes I really liked the floor plans, and they had some upgrade options that I have never seen with other homebuilders. I had never heard of Shea homes before, so I did some research online and saw that they had good reviews. I came to see the model homes in person and fell in love with one specifically. At that time the lots were not released yet for pre-sales, but I spoke to the Sales Rep. David and he kept me updated on when we could buy. The building process took about 51/2 months and David, Josh, and Jason kept us updated along the way. They are very friendly, respond quickly, and always addressed any concerns we had. The quality of our home is great, and we have a very beautiful home that we absolutely love! I would recommend Shea Homes to anyone.",5,5,5,5,5
Exceeded my expectations!,Linda F.,Yes,2021-11-03,"Denver, NC","I’m so impressed with the Trilogy team that I have dealt with since October 2020! Many many thanks to Courtney, Sonny, Katie and Melissa, and Larry from Shea Mortgage. I hope I’m not leaving anyone out. I found this team to be professional, courteous and very helpful, especially with the modifications needed during the pandemic. I was living on the West coast and had to complete all my design choices virtually. Courtney answered a ‘thousand’ questions from me and acquired additional pictures of the samples to help me make these decisions without being at the design center. When I walked intomy new home in August and saw everything for the first time, I was thrilled with how well everything turned out! This review would not be complete without extending my immense gratitude to Sonny – the field manager who oversaw the building of my new home – and continues to provide support. No matter how busy Sonny is, he displays a never-ending smile, willingly listens, answers questions, and shares his expertise and knowledge. His outstanding customer service did not go unnoticed; he always does what he says he’s going to do and follows up if there are delays or changes. I am truly appreciative of Sonny’s genuine dedication and concern to make this entire process as smooth as possible and minimize any undue postponements or glitches. His attention to detail is unmatched. Sonny, you have a winner’s attitude, and I appreciate the fact that you take your customers seriously and have the patience to teach an inexperienced single-family homeowner some of the unfamiliar tasks, such as the irrigation system and the workings of GFCI when my clothes dryer lost power. You deserve a promotion! The entire Trilogy team far exceeded all of my expectations! From the bottom of my heart I thank YOU!",5,5,5,5,5
Shea Homes - Very responsive to our issues!,Lawrence T.,Yes,2021-11-03,"Peoria, AZ",Very responsive to our issues!,5,5,5,5,5
Follow up care,Anonymous,Yes,2021-11-02,"Tracy, CA",Shea houses are made to last. Floor plans are excellent and exterior designs are better than other builders. Our house got delayed but the end product is wonderful. Follow up for any future problems is also take care by the builders.,5,5,5,5,5
love the style of my home,Mark B.,Yes,2021-11-02,"Indio, CA","They work with you ,,so you can get the home for you. Everyone is vary nice",5,5,5,5,5
Shea Homes - Great home building and buying experience,Kristin P.,Yes,2021-11-02,"Castle Rock, CO",Great home building and buying experience,5,5,5,5,5
"Amazing People, Amazing Quality, Fantastic Designs",Anonymous,Yes,2021-10-29,"San Tan Valley, AZ",Was absolutely the best. Shea's people were always interested in us first and became friends. The construction quality was beyond our wildest expectations. And the design and architecture help make it feel more like a home than just another house.,5,5,5,5,5
"Quality, Responsiveness and Process",Carmen T.,Yes,2021-10-27,"Peoria, AZ","We have been very pleased by our experience in purchasing a Shea Home at Trilogy at Vistancia. Our builder rep, Bill, has been very responsive and has a very positive attitude. We are happy with the quality of workmanship and how organized the home buying process has been.",5,5,5,5,5
Quality home!!,Marrisa M.,Yes,2021-10-27,"Castle Rock, CO",We loved working with Shea and could tell we were getting a superior product. The home and neighborhood have lived up to our expectations and we couldn’t be happier. I tell myself everyday how lucky we were to find this home in this community.,5,5,5,5,5
First class,Jonathan E.,Yes,2021-10-26,"Front Royal, VA",Start to finish top notch experience.,5,5,5,5,5
the customer service,Eric S.,Yes,2021-10-26,"Peoria, AZ",Very customer oriented. Communication has been great.,5,5,5,5,5
Great experience! It was fun and rewarding.,Sophoan P.,Yes,2021-10-26,"Tracy, CA",I liked how easy the process was and fast too.,5,5,5,5,5
Shea Homes - Trilogy - Building a new home with Shea was a great example of what happens,Mary E.,Yes,2021-10-26,"Nipomo, CA",Building a new home with Shea was a great example of what happens when relationships work and everyone involved has the best interests of the buyer at heart. I have only positive things to say about the staff and their responsiveness. Not everything was perfect but all was taken care of promptly and professionally. We are delighted with our new home!,5,5,5,5,5
Shea Homes - Everyone is so great to work with.,Kristine T.,Yes,2021-10-26,"Parker, CO",Everyone is so great to work with.,5,5,5,5,5
Customer Focus,Jeffrey B.,Yes,2021-10-26,"Nipomo, CA",Floor plan is exceptional and construction was on time,5,5,5,5,5
Sales Staff,Kathy N.,Yes,2021-10-26,"Camarillo, CA",Was very professional and helpful during the entire process.,5,5,5,5,5
Quick responses and attention to detail,Shannon W.,Yes,2021-10-26,"Littleton, CO","Building a new home has a lot of layers involved! There are processes and people put in place with Shea to help every step of the way. They are very responsive, patient, and knowledgeable. I am so in love with our new home and couldn't have done it without the Shea team!",5,5,5,5,5
Shea Homes - The sales team had been very helpful every step of the way.,Jeremy Q.,Yes,2021-10-26,"Placentia, CA",The sales team had been very helpful every step of the way. Constant communication and always had the answers or knew where to get them quickly!,5,5,5,5,5
Shea Homes - Trilogy - An excellent homes buying experience,Anne F.,Yes,2021-10-26,"Indio, CA",An excellent homes buying experience,5,5,5,5,5
Extremely pleased,Himadri D.,Yes,2021-10-26,"Tracy, CA","This was our first home in California and starting from day 1, our experience was extremely positive. From home lottery, then paper work, design studio and till hand over, each activities were professionally orchestrated well. Same experience for mortgage part as well. Lastly when we got our home and enjoying it every day, even the after sale service is of an extremely high standard. I would definitely recommend.",5,5,5,5,5
The People and Processes,Cheryl G.,Yes,2021-10-26,"Avondale, AZ","From day one, every person was professional and helpful. They listen and got answers to all of my questions. We purchased from out-of-state and received whatever we needed. Communication was excellent. The house is amazing! Any issues are addressed and ours have been minor. I highly recommend working with Shea Homes!",5,5,5,5,5
Shea Homes - Trilogy - The quality of our home is excellent.,Joanne W.,Yes,2021-10-26,"Front Royal, VA","The quality of our home is excellent. Our customer service rep, John is very responsive to our questions and resolves any issues quickly. He also follows up to be sure the issue has been resolved.",5,5,5,5,5
